Category,CategoryOfSequences_es,FXY1,Title_es,,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,102002,Repetir 2 descriptores 2 veces,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012101,Temperatura/temperatura del aire,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,004024,Período o desplazamiento de tiempo,Horas,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,002115,Tipo de equipo de observación en superficie,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012103,Temperatura del punto de rocío,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,012102,Temperatura de bulbo húmedo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,101003,Repetir 1 descriptor 3 veces,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020012,Tipo de nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020011,Nubosidad,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020013,Altura de la base de las nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,101002,Repetir 1 descriptor 2 veces,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302050,(Observación de radiosonda en superficie),,020003,Tiempo presente,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010004,Presión,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010051,Presión reducida al nivel medio del mar,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,007004,Presión,Posición vertical,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,010003,Geopotencial,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012004,Temperatura del aire a 2 m,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012051,Desviación típica de la temperatura,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012016,"Temperatura máxima a 2 m, en el curso de las 24 horas anteriores",,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,012017,"Temperatura mínima a 2 m, en el curso de las 24 horas anteriores",,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,013004,Presión del vapor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,102004,Repetir 2 descriptores 4 veces,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,008051,Calificador del número de valores faltantes en el cálculo de estadísticas,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302051,(Observación de radiosonda en superficie),,008020,Número total de valores faltantes (con relación a la acumulación o el promedio),,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la temperatura y la humedad,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición de la temperatura,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012101,Temperatura/temperatura del aire,Escala: 2,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,002039,Método de medición de la temperatura con termómetro de bulbo húmedo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012102,Temperatura de bulbo húmedo,Escala: 2,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,012103,Temperatura del punto de rocío,Escala: 2,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302052,(Datos de temperatura y humedad desde buques),,013003,Humedad relativa,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la visibilidad,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición de la visibilidad,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302053,(Datos de visibilidad desde buques),,020001,Visibilidad horizontal,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302052,Datos de temperatura y humedad desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302053,Datos de visibilidad desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,007033,Altura del sensor sobre la superficie del agua,Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302034,Precipitación en las 24 horas anteriores,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302004,Información general sobre nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,031001,Factor de repetición diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302054,(Datos “instantáneos” desde buques),,302005,Capa de nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020031,Depósito de hielo (espesor),,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020032,Velocidad de acumulación del hielo (estimada),,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020033,Causa de la acumulación de hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020034,Concentración de hielo marino,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020035,Cantidad y tipo de hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020036,Situación del hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020037,Desarrollo del hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302055,(Engelamiento y hielo),,020038,Rumbo del borde del hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,002038,Método de medición de la temperatura del agua y/o de la salinidad,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,007063,Profundidad por debajo de la superficie del mar/ agua (cm),Medición de la temperatura de la superficie del mar,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,022043,Temperatura del mar/agua,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302056,(Temperatura del mar/agua),,007063,Profundidad por debajo de la superficie del mar/agua (cm),Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302056,Temperatura del mar/agua,"Temperatura de la superficie del mar, método de medición y profundidad bajo la superficie del mar",,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302021,Olas,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302057,(Datos marinos desde buques),,302024,Olas de viento y de mar de fondo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición de la temperatura,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,007033,Altura del sensor sobre la superficie del agua (para la medición de la temperatura),Medición de la temperatura,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,004024,Período o desplazamiento de tiempo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(Datos de temperaturas extremas desde buques),,004024,Período o desplazamiento de tiempo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,012111,Temperatura máxima en altura y en un período especificado,Escala: 2,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,004024,Período o desplazamiento de tiempo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,004024,Período o desplazamiento de tiempo (véanse las notas 1 y 2),,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302058,(véanse las notas 1 y 2),,012112,Temperatura mínima en altura y en un período especificado,Escala: 2,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Medición del viento,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,007033,Altura del sensor sobre la superficie del agua,Medición del viento,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,002002,Tipo de instrumentos para la medición del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,008021,Significación temporal,= 2 promediado en el tiempo,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,004025,Período o desplazamiento de tiempo,"= -10 minutos, o número de minutos tras un cambio significativo del viento",,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011001,Dirección del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011002,Velocidad del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,008021,Significación temporal,Valor faltante,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,103002,Repetir 3 descriptores 2 veces,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,004025,Período o desplazamiento de tiempo,Minutos,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011043,Dirección de las ráfagas máximas de viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302059,(Datos del viento desde buques),,011041,Velocidad de las ráfagas máximas de viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302038,Tiempo presente y pasado,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302040,Medición de la precipitación,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302058,Datos de temperaturas extremas desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302060,(Datos “del período” desde buques),,302059,Datos del viento desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,025188,Método para reducir la presión al nivel del mar,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302001,Presión y cambio de presión en 3 horas,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302093,Datos ampliados de temperatura y humedad desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302053,Datos de visibilidad desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,007033,Altura del sensor sobre la superficie del agua,Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302004,Información general sobre nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031001,Factor de repetición diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302005,Capa de nubes,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,008002,Significación vertical (observaciones en superficie),Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302055,Engelamiento y hielo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302056,Temperatura del mar/agua,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302021,Olas,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302062,(Datos “instantáneos” desde buques),,302024,Olas de viento y de mar de fondo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302038,Tiempo presente y pasado,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302040,Medición de la precipitación,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302034,Precipitación en las 24 horas anteriores,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302058,Datos de temperaturas extremas desde buques,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302063,(Datos “del período” desde buques),,302064,Datos del viento desde buques u otras plataformas marinas,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,007032,Altura del sensor sobre el suelo local (o cubierta de la plataforma marina),,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,002002,Tipo de instrumentos para la medición del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,008021,Significación temporal,= 2 promediada en el tiempo,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,004025,Período o desplazamiento de tiempo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011001,Dirección del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011002,Velocidad del viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,008021,Significación temporal,Fijar en faltante (cancelar),,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,103000,Repetición diferida de 3 descriptores,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,031001,Factor de repetición diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,004025,Período o desplazamiento de tiempo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011043,Dirección de las ráfagas máximas de viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302064,(Datos del viento desde buques u otras plataformas marinas),,011041,Velocidad de las ráfagas máximas de viento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020023,Otros fenómenos meteorológicos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020024,Intensidad de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020023,Otros fenómenos meteorológicos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020025,Oscurecimiento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020026,Naturaleza del oscurecimiento,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020040,Evolución de la ventisca de nieve,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020066,Diámetro máximo del granizo,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020021,Tipo de precipitación,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020067,Diámetro del depósito,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,001023,Número de secuencia de observación,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,= 0 minutos,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,002177,Método de medición del espesor de la nieve,Véase la columna de la izquierda,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,101000,Repetición diferida de 1 descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020003,Tiempo presente,"960ww, 961ww",,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,103000,Repetición diferida de 3 descriptores,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,005021,Rumbo o azimut,981VV-988VV,,,Operational
02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020001,Visibilidad horizontal,VV,,,Operational
